Date;Humidity (in %);Temperature (in °C)
'2017-10-15T16:00:00Z';0.56;20.8
'2017-10-15T17:00:00Z';0.61;19.9
'2017-10-15T18:00:00Z';0.70;18.0
'2017-10-15T19:00:00Z';0.77;16.1
'2017-10-15T20:00:00Z';0.83;14.4
'2017-10-15T21:00:00Z';0.87;13.3
'2017-10-15T22:00:00Z';0.89;12.9
'2017-10-15T23:00:00Z';0.91;12.4
'2017-10-16T00:00:00Z';0.92;11.9
'2017-10-16T01:00:00Z';0.93;11.7
'2017-10-16T02:00:00Z';0.94;11.0
'2017-10-16T03:00:00Z';0.96;10.5
'2017-10-16T04:00:00Z';0.96;9.9
'2017-10-16T05:00:00Z';0.96;9.8
'2017-10-16T06:00:00Z';0.97;9.6
'2017-10-16T07:00:00Z';0.97;9.2
'2017-10-16T08:00:00Z';0.97;9.6
'2017-10-16T09:00:00Z';0.94;11.4
'2017-10-16T10:00:00Z';0.95;12.2
'2017-10-16T11:00:00Z';0.80;15.3
'2017-10-16T12:00:00Z';0.73;17.3
'2017-10-16T13:00:00Z';0.67;19.2
'2017-10-16T14:00:00Z';0.61;21.0
'2017-10-16T15:00:00Z';0.61;21.3
'2017-10-16T16:00:00Z';0.62;20.7
'2017-10-16T17:00:00Z';0.68;19.6
'2017-10-16T18:00:00Z';0.76;17.7
'2017-10-16T19:00:00Z';0.84;1.1
'2017-10-16T20:00:00Z';0.88;13.9
'2017-10-16T21:00:00Z';0.91;13.1
'2017-10-16T22:00:00Z';0.94;12.7
'2017-10-16T23:00:00Z';0.95;12.3
'2017-10-17T00:00:00Z';0.96;11.9
'2017-10-17T01:00:00Z';0.97;11.5
'2017-10-17T02:00:00Z';0.97;11.1
'2017-10-17T03:00:00Z';0.97;10.7
'2017-10-17T04:00:00Z';0.97;9.9
'2017-10-17T05:00:00Z';0.98;8.8
'2017-10-17T06:00:00Z';0.98;8.8
'2017-10-17T07:00:00Z';0.98;8.2
'2017-10-17T08:00:00Z';0.98;8.6
'2017-10-17T09:00:00Z';0.96;10.2
'2017-10-17T10:00:00Z';0.94;11.1
'2017-10-17T11:00:00Z';0.84;13.1
'2017-10-17T12:00:00Z';0.79;15.8
'2017-10-17T13:00:00Z';0.72;17.1
'2017-10-17T14:00:00Z';0.74;17.6
'2017-10-17T15:00:00Z';0.69;19.1
'2017-10-17T16:00:00Z';0.69;19.4
'2017-10-17T17:00:00Z';0.66;18.9
'2017-10-17T18:00:00Z';0.71;17.2
'2017-10-17T19:00:00Z';0.79;15.8
'2017-10-17T20:00:00Z';0.83;14.9
'2017-10-17T21:00:00Z';0.88;13.8
'2017-10-17T22:00:00Z';0.91;13.0
'2017-10-17T23:00:00Z';0.92;12.5
'2017-10-18T00:00:00Z';0.93;12.1
'2017-10-18T01:00:00Z';0.94;11.7
'2017-10-18T02:00:00Z';0.94;11.7
'2017-10-18T03:00:00Z';0.95;11.3
'2017-10-18T04:00:00Z';0.96;10.7
'2017-10-18T05:00:00Z';0.97;10.3
'2017-10-18T06:00:00Z';0.97;10.1
'2017-10-18T07:00:00Z';0.97;10.6
'2017-10-18T08:00:00Z';0.97;11.3
'2017-10-18T09:00:00Z';0.95;12.5
'2017-10-18T10:00:00Z';0.94;12.9
'2017-10-18T11:00:00Z';0.90;13.6
'2017-10-18T12:00:00Z';0.85;14.2
'2017-10-18T13:00:00Z';0.79;15.4
'2017-10-18T14:00:00Z';0.73;17.5
'2017-10-18T15:00:00Z';0.71;18.4
'2017-10-18T16:00:00Z';0.71;18.3
'2017-10-18T17:00:00Z';0.77;17.0
'2017-10-18T18:00:00Z';0.87;14.9
'2017-10-18T19:00:00Z';0.92;13.5
'2017-10-18T20:00:00Z';0.95;12.5
'2017-10-18T21:00:00Z';0.96;11.7
'2017-10-18T22:00:00Z';0.97;10.9
'2017-10-18T23:00:00Z';0.97;10.4
'2017-10-19T00:00:00Z';0.97;10.2
'2017-10-19T01:00:00Z';0.97;11.4
'2017-10-19T02:00:00Z';0.97;11.4
'2017-10-19T03:00:00Z';0.97;11.6
'2017-10-19T04:00:00Z';0.96;11.8
'2017-10-19T05:00:00Z';0.96;11.5
'2017-10-19T06:00:00Z';0.95;11.5
'2017-10-19T07:00:00Z';0.94;11.5
'2017-10-19T08:00:00Z';0.92;11.7
'2017-10-19T09:00:00Z';0.91;11.8
'2017-10-19T10:00:00Z';0.87;12.4
'2017-10-19T11:00:00Z';0.83;13.3
'2017-10-19T12:00:00Z';0.82;13.4
'2017-10-19T13:00:00Z';0.81;14.0
'2017-10-19T14:00:00Z';0.79;14.4
'2017-10-19T15:00:00Z';0.79;14.7
'2017-10-19T16:00:00Z';0.80;14.3
'2017-10-19T17:00:00Z';0.79;14.2
'2017-10-19T18:00:00Z';0.86;12.9
'2017-10-19T19:00:00Z';0.91;11.3
'2017-10-19T20:00:00Z';0.94;10.3
'2017-10-19T21:00:00Z';0.95;9.8
'2017-10-19T22:00:00Z';0.96;9.3
'2017-10-19T23:00:00Z';0.96;9.1
'2017-10-20T00:00:00Z';0.97;8.7
'2017-10-20T01:00:00Z';0.97;7.9
'2017-10-20T02:00:00Z';0.98;7.5
'2017-10-20T03:00:00Z';0.98;7.2
'2017-10-20T04:00:00Z';0.98;6.4
'2017-10-20T05:00:00Z';1.00;6.7
'2017-10-20T06:00:00Z';1.00;7.2
'2017-10-20T07:00:00Z';1.00;8.0
'2017-10-20T08:00:00Z';1.00;8.6
'2017-10-20T09:00:00Z';1.00;9.6
'2017-10-20T10:00:00Z';1.00;9.9
'2017-10-20T11:00:00Z';1.00;9.5
'2017-10-20T12:00:00Z';1.00;10.4
'2017-10-20T13:00:00Z';0.98;11.0
'2017-10-20T14:00:00Z';0.94;11.4
'2017-10-20T15:00:00Z';0.87;12.2
'2017-10-20T16:00:00Z';0.87;12.8
'2017-10-20T17:00:00Z';0.89;12.5
'2017-10-20T18:00:00Z';0.89;12.4
'2017-10-20T19:00:00Z';0.90;12.1
'2017-10-20T20:00:00Z';0.90;11.9
'2017-10-20T21:00:00Z';0.90;11.9
'2017-10-20T22:00:00Z';0.90;11.8
'2017-10-20T23:00:00Z';0.91;11.6
'2017-10-21T00:00:00Z';0.93;10.5
'2017-10-21T01:00:00Z';0.96;9.9
'2017-10-21T02:00:00Z';0.96;9.6
'2017-10-21T03:00:00Z';0.96;9.8
'2017-10-21T04:00:00Z';0.95;10.3
'2017-10-21T05:00:00Z';0.96;9.6
'2017-10-21T06:00:00Z';0.97;9.6
'2017-10-21T07:00:00Z';0.97;9.7
'2017-10-21T08:00:00Z';0.97;10.0
'2017-10-21T09:00:00Z';0.96;10.3
'2017-10-21T10:00:00Z';0.95;10.8
'2017-10-21T11:00:00Z';0.95;11.2
'2017-10-21T12:00:00Z';0.94;11.9
'2017-10-21T13:00:00Z';0.95;12.2
'2017-10-21T14:00:00Z';0.93;13.4
'2017-10-21T15:00:00Z';0.91;13.8
'2017-10-21T16:00:00Z';0.84;15.2
'2017-10-21T17:00:00Z';0.83;15.0
'2017-10-21T18:00:00Z';0.87;14.0
'2017-10-21T19:00:00Z';0.92;13.0
'2017-10-21T20:00:00Z';0.95;12.3
'2017-10-21T21:00:00Z';0.95;12.5
'2017-10-21T22:00:00Z';0.89;13.1
'2017-10-21T23:00:00Z';0.92;12.2
'2017-10-22T00:00:00Z';0.96;10.9
'2017-10-22T01:00:00Z';0.99;10.4
'2017-10-22T02:00:00Z';1.00;10.3
'2017-10-22T03:00:00Z';1.00;10.1
'2017-10-22T04:00:00Z';1.00;10.5
'2017-10-22T05:00:00Z';1.00;10.4
'2017-10-22T06:00:00Z';1.00;9.9
'2017-10-22T07:00:00Z';0.94;11.9
'2017-10-22T08:00:00Z';0.83;12.6
'2017-10-22T09:00:00Z';0.89;11.5
'2017-10-22T10:00:00Z';0.87;11.1
'2017-10-22T11:00:00Z';0.90;10.7
'2017-10-22T12:00:00Z';0.89;10.5
'2017-10-22T13:00:00Z';0.86;10.6
'2017-10-22T14:00:00Z';0.87;10.9
'2017-10-22T15:00:00Z';0.84;11.7
'2017-10-22T16:00:00Z';0.82;11.6
'2017-10-22T17:00:00Z';0.81;11.6
'2017-10-22T18:00:00Z';0.79;11.4
'2017-10-22T19:00:00Z';0.79;11.3
'2017-10-22T20:00:00Z';0.78;11.4
'2017-10-22T21:00:00Z';0.71;11.5
'2017-10-22T22:00:00Z';0.72;11.2
'2017-10-22T23:00:00Z';0.72;10.8
'2017-10-23T00:00:00Z';0.68;10.9
'2017-10-23T01:00:00Z';0.71;10.5
'2017-10-23T02:00:00Z';0.74;10.1
'2017-10-23T03:00:00Z';0.74;10.0
'2017-10-23T04:00:00Z';0.75;9.6
'2017-10-23T05:00:00Z';0.72;9.7
'2017-10-23T06:00:00Z';0.72;9.5
'2017-10-23T07:00:00Z';0.75;9.2
'2017-10-23T08:00:00Z';0.76;9.2
'2017-10-23T09:00:00Z';0.76;9.3
'2017-10-23T10:00:00Z';0.76;9.8
'2017-10-23T11:00:00Z';0.82;9.6
'2017-10-23T12:00:00Z';0.84;9.5
'2017-10-23T13:00:00Z';0.86;9.6
'2017-10-23T14:00:00Z';0.87;9.5
'2017-10-23T15:00:00Z';0.85;9.4
'2017-10-23T16:00:00Z';0.85;9.6
'2017-10-23T17:00:00Z';0.80;9.7
'2017-10-23T18:00:00Z';0.73;10.1
'2017-10-23T19:00:00Z';0.73;10.2
'2017-10-23T20:00:00Z';0.75;10.2
'2017-10-23T21:00:00Z';0.76;10.2
'2017-10-23T22:00:00Z';0.76;10.3
'2017-10-23T23:00:00Z';0.77;10.2
'2017-10-24T00:00:00Z';0.79;10.0
'2017-10-24T01:00:00Z';0.78;9.9
'2017-10-24T02:00:00Z';0.77;9.9
'2017-10-24T03:00:00Z';0.76;10.0
'2017-10-24T04:00:00Z';0.76;10.0
'2017-10-24T05:00:00Z';0.76;10.0
'2017-10-24T06:00:00Z';0.77;9.9
'2017-10-24T07:00:00Z';0.76;10.0
'2017-10-24T08:00:00Z';0.76;10.1
'2017-10-24T09:00:00Z';0.74;10.3
'2017-10-24T10:00:00Z';0.73;10.8
'2017-10-24T11:00:00Z';0.71;11.9
'2017-10-24T12:00:00Z';0.64;13.6
'2017-10-24T13:00:00Z';0.72;12.5
'2017-10-24T14:00:00Z';0.69;12.8
'2017-10-24T15:00:00Z';0.73;12.8
'2017-10-24T16:00:00Z';0.72;12.9
'2017-10-24T17:00:00Z';0.72;12.7
'2017-10-24T18:00:00Z';0.72;12.6
'2017-10-24T19:00:00Z';0.76;12.2
'2017-10-24T20:00:00Z';0.74;12.1
'2017-10-24T21:00:00Z';0.76;11.6
'2017-10-24T22:00:00Z';0.74;11.6
'2017-10-24T23:00:00Z';0.76;11.0
'2017-10-25T00:00:00Z';0.78;10.2
'2017-10-25T01:00:00Z';0.81;9.4
'2017-10-25T02:00:00Z';0.87;8.6
'2017-10-25T03:00:00Z';0.90;8.4
'2017-10-25T04:00:00Z';0.92;8.1
'2017-10-25T05:00:00Z';0.95;7.3
'2017-10-25T06:00:00Z';0.95;7.8
'2017-10-25T07:00:00Z';0.95;7.8
'2017-10-25T08:00:00Z';0.93;9.0
'2017-10-25T09:00:00Z';0.88;10.0
'2017-10-25T10:00:00Z';0.81;11.3
'2017-10-25T11:00:00Z';0.72;12.8
'2017-10-25T12:00:00Z';0.72;13.7
'2017-10-25T13:00:00Z';0.64;15.9
'2017-10-25T14:00:00Z';0.62;16.9
'2017-10-25T15:00:00Z';0.58;17.3
'2017-10-25T16:00:00Z';0.60;17.2
'2017-10-25T17:00:00Z';0.62;16.3
'2017-10-25T18:00:00Z';0.68;15.3
'2017-10-25T19:00:00Z';0.76;13.8
'2017-10-25T20:00:00Z';0.80;12.1
'2017-10-25T21:00:00Z';0.81;11.0
'2017-10-25T22:00:00Z';0.81;11.0
'2017-10-25T23:00:00Z';0.83;10.7
'2017-10-26T00:00:00Z';0.83;10.8
'2017-10-26T01:00:00Z';0.81;11.4
'2017-10-26T02:00:00Z';0.85;10.8
'2017-10-26T03:00:00Z';0.86;10.6
'2017-10-26T04:00:00Z';0.89;10.0
'2017-10-26T05:00:00Z';0.83;11.4
'2017-10-26T06:00:00Z';0.82;11.7
'2017-10-26T07:00:00Z';0.83;11.6
'2017-10-26T08:00:00Z';0.81;12.2
'2017-10-26T09:00:00Z';0.77;13.3
'2017-10-26T10:00:00Z';0.73;14.4
'2017-10-26T11:00:00Z';0.71;15.3
'2017-10-26T12:00:00Z';0.62;17.9
'2017-10-26T13:00:00Z';0.61;18.2
'2017-10-26T14:00:00Z';0.62;18.0
'2017-10-26T15:00:00Z';0.63;18.3
'2017-10-26T16:00:00Z';0.63;18.2
'2017-10-26T17:00:00Z';0.67;17.3
'2017-10-26T18:00:00Z';0.73;15.6
'2017-10-26T19:00:00Z';0.83;13.3
'2017-10-26T20:00:00Z';0.86;12.5
'2017-10-26T21:00:00Z';0.78;14.6
'2017-10-26T22:00:00Z';0.80;13.8
'2017-10-26T23:00:00Z';0.84;12.9
'2017-10-27T00:00:00Z';0.90;11.5
'2017-10-27T01:00:00Z';0.85;13.3
'2017-10-27T02:00:00Z';0.86;12.8
'2017-10-27T03:00:00Z';0.89;11.9
'2017-10-27T04:00:00Z';0.90;11.5
'2017-10-27T05:00:00Z';0.88;12.0
'2017-10-27T06:00:00Z';0.87;12.4
'2017-10-27T07:00:00Z';0.88;12.5
'2017-10-27T08:00:00Z';0.92;12.9
'2017-10-27T09:00:00Z';0.90;13.5
'2017-10-27T10:00:00Z';0.87;14.4
'2017-10-27T11:00:00Z';0.81;14.7
'2017-10-27T12:00:00Z';0.86;9.7
'2017-10-27T13:00:00Z';0.89;8.7
'2017-10-27T14:00:00Z';0.89;8.5
'2017-10-27T15:00:00Z';0.82;9.3
'2017-10-27T16:00:00Z';0.80;9.5
'2017-10-27T17:00:00Z';0.81;9.3
'2017-10-27T18:00:00Z';0.78;9.2
'2017-10-27T19:00:00Z';0.77;9.4
'2017-10-27T20:00:00Z';0.77;9.7
'2017-10-27T21:00:00Z';0.74;10.2
'2017-10-27T22:00:00Z';0.71;10.4
'2017-10-27T23:00:00Z';0.69;10.6
'2017-10-28T00:00:00Z';0.70;10.5
'2017-10-28T01:00:00Z';0.70;10.4
'2017-10-28T02:00:00Z';0.80;9.2
'2017-10-28T03:00:00Z';0.74;9.6
'2017-10-28T04:00:00Z';0.72;9.5
'2017-10-28T05:00:00Z';0.68;9.9
'2017-10-28T06:00:00Z';0.69;9.6
'2017-10-28T07:00:00Z';0.68;9.7
'2017-10-28T08:00:00Z';0.73;9.7
'2017-10-28T09:00:00Z';0.73;9.9
'2017-10-28T10:00:00Z';0.69;10.8
'2017-10-28T11:00:00Z';0.76;10.3
'2017-10-28T12:00:00Z';0.69;10.8
'2017-10-28T13:00:00Z';0.66;10.7
'2017-10-28T14:00:00Z';0.63;10.8
'2017-10-28T15:00:00Z';0.58;10.8
'2017-10-28T16:00:00Z';0.57;10.5
'2017-10-28T17:00:00Z';0.56;10.5
'2017-10-28T18:00:00Z';0.62;10.3
'2017-10-28T19:00:00Z';0.58;10.6
'2017-10-28T20:00:00Z';0.60;10.4
'2017-10-28T21:00:00Z';0.60;10.6
'2017-10-28T22:00:00Z';0.58;10.8
'2017-10-28T23:00:00Z';0.60;10.8
'2017-10-29T00:00:00Z';0.64;10.2
'2017-10-29T01:00:00Z';0.64;10.3
'2017-10-29T02:00:00Z';0.71;9.1
'2017-10-29T03:00:00Z';0.81;7.6
'2017-10-29T04:00:00Z';0.83;8.1
'2017-10-29T05:00:00Z';0.77;9.6
'2017-10-29T06:00:00Z';0.84;9.4
'2017-10-29T07:00:00Z';0.76;10.9
'2017-10-29T08:00:00Z';0.72;11.7
'2017-10-29T09:00:00Z';0.68;12.4
'2017-10-29T10:00:00Z';0.64;14.0
'2017-10-29T11:00:00Z';0.82;9.2
'2017-10-29T12:00:00Z';0.75;10.5
'2017-10-29T13:00:00Z';0.41;12.9
'2017-10-29T14:00:00Z';0.41;12.7
'2017-10-29T15:00:00Z';0.45;12.1
'2017-10-29T16:00:00Z';0.44;11.3
'2017-10-29T17:00:00Z';0.44;10.7
'2017-10-29T18:00:00Z';0.51;9.7
'2017-10-29T19:00:00Z';0.56;9.3
'2017-10-29T20:00:00Z';0.66;7.7
'2017-10-29T21:00:00Z';0.63;7.0
'2017-10-29T22:00:00Z';0.67;6.7
'2017-10-29T23:00:00Z';0.68;6.3
'2017-10-30T00:00:00Z';0.70;6.0
'2017-10-30T01:00:00Z';0.68;6.3
'2017-10-30T02:00:00Z';0.62;6.8
'2017-10-30T03:00:00Z';0.71;6.0
'2017-10-30T04:00:00Z';0.64;6.4
'2017-10-30T05:00:00Z';0.62;6.4
'2017-10-30T06:00:00Z';0.63;6.2
'2017-10-30T07:00:00Z';0.67;5.8
'2017-10-30T08:00:00Z';0.68;6.8
'2017-10-30T09:00:00Z';0.71;6.9
'2017-10-30T10:00:00Z';0.74;6.6
'2017-10-30T11:00:00Z';0.61;8.3
'2017-10-30T12:00:00Z';0.77;5.2
'2017-10-30T13:00:00Z';0.56;9.6
'2017-10-30T14:00:00Z';0.52;8.7
'2017-10-30T15:00:00Z';0.59;8.6
'2017-10-30T16:00:00Z';0.65;7.6
'2017-10-30T17:00:00Z';0.63;6.9
'2017-10-30T18:00:00Z';0.61;6.8
'2017-10-30T19:00:00Z';0.63;6.5
'2017-10-30T20:00:00Z';0.58;6.9
'2017-10-30T21:00:00Z';0.57;6.8
'2017-10-30T22:00:00Z';0.59;6.4
'2017-10-30T23:00:00Z';0.62;6.1
'2017-10-31T00:00:00Z';0.65;5.7
'2017-10-31T01:00:00Z';0.65;5.6
'2017-10-31T02:00:00Z';0.66;5.6
'2017-10-31T03:00:00Z';0.70;5.4
'2017-10-31T04:00:00Z';0.77;5.0
'2017-10-31T05:00:00Z';0.76;5.2
'2017-10-31T06:00:00Z';0.73;5.7
'2017-10-31T07:00:00Z';0.77;6.1
'2017-10-31T08:00:00Z';0.80;5.8
'2017-10-31T09:00:00Z';0.75;6.6
'2017-10-31T10:00:00Z';0.70;7.6
'2017-10-31T11:00:00Z';0.65;8.7
'2017-10-31T12:00:00Z';0.68;8.9
'2017-10-31T13:00:00Z';0.66;9.2
'2017-10-31T14:00:00Z';0.63;9.5
'2017-10-31T15:00:00Z';0.65;9.0
'2017-10-31T16:00:00Z';0.67;8.7
'2017-10-31T17:00:00Z';0.67;8.3
'2017-10-31T18:00:00Z';0.65;8.0
'2017-10-31T19:00:00Z';0.66;8.0
'2017-10-31T20:00:00Z';0.66;7.8
'2017-10-31T21:00:00Z';0.68;7.5
'2017-10-31T22:00:00Z';0.69;7.3
'2017-10-31T23:00:00Z';0.70;6.9
'2017-11-01T00:00:00Z';0.73;6.1
'2017-11-01T01:00:00Z';0.79;4.7
'2017-11-01T02:00:00Z';0.83;3.9
'2017-11-01T03:00:00Z';0.84;3.8
'2017-11-01T04:00:00Z';0.84;3.8
'2017-11-01T05:00:00Z';0.88;3.1
'2017-11-01T06:00:00Z';0.90;2.6
'2017-11-01T07:00:00Z';0.90;3.1
'2017-11-01T08:00:00Z';0.79;5.8
'2017-11-01T09:00:00Z';0.70;7.4
'2017-11-01T10:00:00Z';0.64;9.0
'2017-11-01T11:00:00Z';0.57;10.8
'2017-11-01T12:00:00Z';0.55;10.7
'2017-11-01T13:00:00Z';0.55;10.8
'2017-11-01T14:00:00Z';0.57;10.4
'2017-11-01T15:00:00Z';0.60;10.0
'2017-11-01T16:00:00Z';0.66;9.4
'2017-11-01T17:00:00Z';0.68;9.3
'2017-11-01T18:00:00Z';0.68;9.4
'2017-11-01T19:00:00Z';0.65;9.8
'2017-11-01T20:00:00Z';0.62;9.8
'2017-11-01T21:00:00Z';0.60;9.9
'2017-11-01T22:00:00Z';0.63;9.5
'2017-11-01T23:00:00Z';0.66;9.1
'2017-11-02T00:00:00Z';0.73;7.8
'2017-11-02T01:00:00Z';0.73;8.5
'2017-11-02T02:00:00Z';0.77;7.6
'2017-11-02T03:00:00Z';0.83;6.4
'2017-11-02T04:00:00Z';0.86;5.8
'2017-11-02T05:00:00Z';0.89;5.3
'2017-11-02T06:00:00Z';0.92;4.7
'2017-11-02T07:00:00Z';0.93;4.6
'2017-11-02T08:00:00Z';0.88;6.1
'2017-11-02T09:00:00Z';0.78;8.5
'2017-11-02T10:00:00Z';0.73;9.7
'2017-11-02T11:00:00Z';0.70;10.7
'2017-11-02T12:00:00Z';0.64;12.3
'2017-11-02T13:00:00Z';0.63;13.5
'2017-11-02T14:00:00Z';0.46;16.3
'2017-11-02T15:00:00Z';0.49;15.4
'2017-11-02T16:00:00Z';0.51;14.8
'2017-11-02T17:00:00Z';0.54;14.3
'2017-11-02T18:00:00Z';0.58;14.2
'2017-11-02T19:00:00Z';0.62;13.5
'2017-11-02T20:00:00Z';0.62;13.6
'2017-11-02T21:00:00Z';0.62;13.8
'2017-11-02T22:00:00Z';0.62;13.7
'2017-11-02T23:00:00Z';0.64;13.4
'2017-11-03T00:00:00Z';0.68;12.7
'2017-11-03T01:00:00Z';0.65;12.8
'2017-11-03T02:00:00Z';0.71;12.2
'2017-11-03T03:00:00Z';0.83;11.1
'2017-11-03T04:00:00Z';0.83;10.7
'2017-11-03T05:00:00Z';0.77;10.4
'2017-11-03T06:00:00Z';0.76;9.8
'2017-11-03T07:00:00Z';0.74;9.8
'2017-11-03T08:00:00Z';0.74;10.1
'2017-11-03T09:00:00Z';0.67;11.6
'2017-11-03T10:00:00Z';0.60;13.0
'2017-11-03T11:00:00Z';0.57;13.7
'2017-11-03T12:00:00Z';0.55;13.8
'2017-11-03T13:00:00Z';0.61;12.7
'2017-11-03T14:00:00Z';0.58;13.0
'2017-11-03T15:00:00Z';0.57;13.4
'2017-11-03T16:00:00Z';0.65;11.3
'2017-11-03T17:00:00Z';0.73;9.7
'2017-11-03T18:00:00Z';0.81;8.1
'2017-11-03T19:00:00Z';0.85;7.0
'2017-11-03T20:00:00Z';0.87;6.2
'2017-11-03T21:00:00Z';0.89;5.8
'2017-11-03T22:00:00Z';0.90;5.6
'2017-11-03T23:00:00Z';0.89;5.6
'2017-11-04T00:00:00Z';0.93;4.7
'2017-11-04T01:00:00Z';0.94;4.4
'2017-11-04T02:00:00Z';0.95;3.9
'2017-11-04T03:00:00Z';0.96;3.6
'2017-11-04T04:00:00Z';0.95;3.8
'2017-11-04T05:00:00Z';0.93;4.2
'2017-11-04T06:00:00Z';0.94;4.2
'2017-11-04T07:00:00Z';0.94;4.3
'2017-11-04T08:00:00Z';0.90;5.6
'2017-11-04T09:00:00Z';0.84;7.6
'2017-11-04T10:00:00Z';0.74;10.3
'2017-11-04T11:00:00Z';0.70;11.9
'2017-11-04T12:00:00Z';0.64;13.5
'2017-11-04T13:00:00Z';0.57;14.3
'2017-11-04T14:00:00Z';0.57;13.9
'2017-11-04T15:00:00Z';0.60;13.3
'2017-11-04T16:00:00Z';0.63;12.6
'2017-11-04T17:00:00Z';0.69;11.3
'2017-11-04T18:00:00Z';0.68;10.7
'2017-11-04T19:00:00Z';0.70;10.0
'2017-11-04T20:00:00Z';0.73;9.2
'2017-11-04T21:00:00Z';0.76;8.6
'2017-11-04T22:00:00Z';0.77;8.3
'2017-11-04T23:00:00Z';0.79;7.9
'2017-11-05T00:00:00Z';0.82;7.5
'2017-11-05T01:00:00Z';0.85;7.3
'2017-11-05T02:00:00Z';0.90;6.6
'2017-11-05T03:00:00Z';0.88;7.1
'2017-11-05T04:00:00Z';0.87;6.9
'2017-11-05T05:00:00Z';0.86;7.0
'2017-11-05T06:00:00Z';0.86;7.2
'2017-11-05T07:00:00Z';0.87;7.4
'2017-11-05T08:00:00Z';0.87;7.7
'2017-11-05T09:00:00Z';0.86;8.1
'2017-11-05T10:00:00Z';0.84;8.7
'2017-11-05T11:00:00Z';0.81;9.7
'2017-11-05T12:00:00Z';0.78;10.5
'2017-11-05T13:00:00Z';0.74;12.1
'2017-11-05T14:00:00Z';0.70;13.7
'2017-11-05T15:00:00Z';0.71;13.9
'2017-11-05T16:00:00Z';0.77;12.0
'2017-11-05T17:00:00Z';0.80;11.3
'2017-11-05T18:00:00Z';0.76;12.7
'2017-11-05T19:00:00Z';0.70;13.4
'2017-11-05T20:00:00Z';0.75;12.2
'2017-11-05T21:00:00Z';0.71;12.0
'2017-11-05T22:00:00Z';0.71;11.1
'2017-11-05T23:00:00Z';0.71;10.3
'2017-11-06T00:00:00Z';0.70;9.4
'2017-11-06T01:00:00Z';0.71;9.2
'2017-11-06T02:00:00Z';0.72;9.0
'2017-11-06T03:00:00Z';0.72;8.7
'2017-11-06T04:00:00Z';0.73;8.6
'2017-11-06T05:00:00Z';0.76;8.2
'2017-11-06T06:00:00Z';0.76;8.1
'2017-11-06T07:00:00Z';0.77;8.0
'2017-11-06T08:00:00Z';0.78;7.9
'2017-11-06T09:00:00Z';0.78;7.9
'2017-11-06T10:00:00Z';0.79;7.9
'2017-11-06T11:00:00Z';0.79;7.9
'2017-11-06T12:00:00Z';0.85;7.5
'2017-11-06T13:00:00Z';0.85;7.5
'2017-11-06T14:00:00Z';0.86;7.7
'2017-11-06T15:00:00Z';0.83;8.0
'2017-11-06T16:00:00Z';0.84;7.9
'2017-11-06T17:00:00Z';0.85;7.6
'2017-11-06T18:00:00Z';0.86;7.6
'2017-11-06T19:00:00Z';0.85;7.8
'2017-11-06T20:00:00Z';0.86;7.7
'2017-11-06T21:00:00Z';0.84;8.0
'2017-11-06T22:00:00Z';0.84;8.2
'2017-11-06T23:00:00Z';0.84;8.1
'2017-11-07T00:00:00Z';0.84;8.2
'2017-11-07T01:00:00Z';0.84;8.3
'2017-11-07T02:00:00Z';0.83;8.2
'2017-11-07T03:00:00Z';0.86;7.6
'2017-11-07T04:00:00Z';0.86;7.5
'2017-11-07T05:00:00Z';0.87;7.3
'2017-11-07T06:00:00Z';0.86;7.4
'2017-11-07T07:00:00Z';0.89;6.9
'2017-11-07T08:00:00Z';0.85;7.6
'2017-11-07T09:00:00Z';0.82;8.2
'2017-11-07T10:00:00Z';0.81;8.7
'2017-11-07T11:00:00Z';0.78;9.5
'2017-11-07T12:00:00Z';0.69;10.1
'2017-11-07T13:00:00Z';0.67;10.7
'2017-11-07T14:00:00Z';0.64;11.5
'2017-11-07T15:00:00Z';0.67;11.0
'2017-11-07T16:00:00Z';0.70;10.6
'2017-11-07T17:00:00Z';0.69;10.7
'2017-11-07T18:00:00Z';0.70;10.4
'2017-11-07T19:00:00Z';0.71;10.4
'2017-11-07T20:00:00Z';0.78;9.8
'2017-11-07T21:00:00Z';0.74;10.0
'2017-11-07T22:00:00Z';0.74;10.1
'2017-11-07T23:00:00Z';0.80;9.4
'2017-11-08T00:00:00Z';0.81;9.2
'2017-11-08T01:00:00Z';0.80;9.0
'2017-11-08T02:00:00Z';0.78;8.9
'2017-11-08T03:00:00Z';0.78;8.8
'2017-11-08T04:00:00Z';0.78;8.7
'2017-11-08T05:00:00Z';0.76;8.7
'2017-11-08T06:00:00Z';0.76;8.6
'2017-11-08T07:00:00Z';0.74;8.7
'2017-11-08T08:00:00Z';0.85;7.9
'2017-11-08T09:00:00Z';0.82;8.0
'2017-11-08T10:00:00Z';0.88;7.8
'2017-11-08T11:00:00Z';0.90;7.8
'2017-11-08T12:00:00Z';0.90;7.8
'2017-11-08T13:00:00Z';0.88;7.9
'2017-11-08T14:00:00Z';0.89;7.8
'2017-11-08T15:00:00Z';0.91;7.7
'2017-11-08T16:00:00Z';0.89;7.7
'2017-11-08T17:00:00Z';0.90;7.5
'2017-11-08T18:00:00Z';0.89;7.5
'2017-11-08T19:00:00Z';0.91;7.5
'2017-11-08T20:00:00Z';0.93;7.3
'2017-11-08T21:00:00Z';0.97;7.1
